dataset,instancia,negocios,C,i,archivo
BT-peor-opt,BT-P-O-723-1-723,723,723,1,..\instances\BT-peor-opt\BT-P-O-723-1-723.txt
BT-peor-opt,BT-P-O-724-1-724,724,724,1,..\instances\BT-peor-opt\BT-P-O-724-1-724.txt
BT-peor-opt,BT-P-O-725-1-725,725,725,1,..\instances\BT-peor-opt\BT-P-O-725-1-725.txt
BT-peor-opt,BT-P-O-726-1-726,726,726,1,..\instances\BT-peor-opt\BT-P-O-726-1-726.txt
BT-peor-opt,BT-P-O-727-1-727,727,727,1,..\instances\BT-peor-opt\BT-P-O-727-1-727.txt
BT-peor-opt,BT-P-O-728-1-728,728,728,1,..\instances\BT-peor-opt\BT-P-O-728-1-728.txt
BT-peor-opt,BT-P-O-729-1-729,729,729,1,..\instances\BT-peor-opt\BT-P-O-729-1-729.txt
BT-peor-opt,BT-P-O-730-1-730,730,730,1,..\instances\BT-peor-opt\BT-P-O-730-1-730.txt
BT-peor-opt,BT-P-O-731-1-731,731,731,1,..\instances\BT-peor-opt\BT-P-O-731-1-731.txt
BT-peor-opt,BT-P-O-732-1-732,732,732,1,..\instances\BT-peor-opt\BT-P-O-732-1-732.txt
BT-peor-opt,BT-P-O-733-1-733,733,733,1,..\instances\BT-peor-opt\BT-P-O-733-1-733.txt
BT-peor-opt,BT-P-O-734-1-734,734,734,1,..\instances\BT-peor-opt\BT-P-O-734-1-734.txt
BT-peor-opt,BT-P-O-735-1-735,735,735,1,..\instances\BT-peor-opt\BT-P-O-735-1-735.txt
BT-peor-opt,BT-P-O-736-1-736,736,736,1,..\instances\BT-peor-opt\BT-P-O-736-1-736.txt
BT-peor-opt,BT-P-O-737-1-737,737,737,1,..\instances\BT-peor-opt\BT-P-O-737-1-737.txt
BT-peor-opt,BT-P-O-738-1-738,738,738,1,..\instances\BT-peor-opt\BT-P-O-738-1-738.txt
BT-peor-opt,BT-P-O-739-1-739,739,739,1,..\instances\BT-peor-opt\BT-P-O-739-1-739.txt
BT-peor-opt,BT-P-O-740-1-740,740,740,1,..\instances\BT-peor-opt\BT-P-O-740-1-740.txt
BT-peor-opt,BT-P-O-741-1-741,741,741,1,..\instances\BT-peor-opt\BT-P-O-741-1-741.txt
BT-peor-opt,BT-P-O-742-1-742,742,742,1,..\instances\BT-peor-opt\BT-P-O-742-1-742.txt
BT-peor-opt,BT-P-O-743-1-743,743,743,1,..\instances\BT-peor-opt\BT-P-O-743-1-743.txt
BT-peor-opt,BT-P-O-744-1-744,744,744,1,..\instances\BT-peor-opt\BT-P-O-744-1-744.txt
BT-peor-opt,BT-P-O-745-1-745,745,745,1,..\instances\BT-peor-opt\BT-P-O-745-1-745.txt
BT-peor-opt,BT-P-O-746-1-746,746,746,1,..\instances\BT-peor-opt\BT-P-O-746-1-746.txt
BT-peor-opt,BT-P-O-747-1-747,747,747,1,..\instances\BT-peor-opt\BT-P-O-747-1-747.txt
BT-peor-opt,BT-P-O-748-1-748,748,748,1,..\instances\BT-peor-opt\BT-P-O-748-1-748.txt
BT-peor-opt,BT-P-O-749-1-749,749,749,1,..\instances\BT-peor-opt\BT-P-O-749-1-749.txt
BT-peor-opt,BT-P-O-750-1-750,750,750,1,..\instances\BT-peor-opt\BT-P-O-750-1-750.txt
BT-peor-opt,BT-P-O-751-1-751,751,751,1,..\instances\BT-peor-opt\BT-P-O-751-1-751.txt
BT-peor-opt,BT-P-O-752-1-752,752,752,1,..\instances\BT-peor-opt\BT-P-O-752-1-752.txt
BT-peor-opt,BT-P-O-753-1-753,753,753,1,..\instances\BT-peor-opt\BT-P-O-753-1-753.txt
BT-peor-opt,BT-P-O-754-1-754,754,754,1,..\instances\BT-peor-opt\BT-P-O-754-1-754.txt
BT-peor-opt,BT-P-O-755-1-755,755,755,1,..\instances\BT-peor-opt\BT-P-O-755-1-755.txt
BT-peor-opt,BT-P-O-756-1-756,756,756,1,..\instances\BT-peor-opt\BT-P-O-756-1-756.txt
BT-peor-opt,BT-P-O-757-1-757,757,757,1,..\instances\BT-peor-opt\BT-P-O-757-1-757.txt
BT-peor-opt,BT-P-O-758-1-758,758,758,1,..\instances\BT-peor-opt\BT-P-O-758-1-758.txt
BT-peor-opt,BT-P-O-759-1-759,759,759,1,..\instances\BT-peor-opt\BT-P-O-759-1-759.txt
BT-peor-opt,BT-P-O-760-1-760,760,760,1,..\instances\BT-peor-opt\BT-P-O-760-1-760.txt
BT-peor-opt,BT-P-O-761-1-761,761,761,1,..\instances\BT-peor-opt\BT-P-O-761-1-761.txt
BT-peor-opt,BT-P-O-762-1-762,762,762,1,..\instances\BT-peor-opt\BT-P-O-762-1-762.txt
BT-peor-opt,BT-P-O-763-1-763,763,763,1,..\instances\BT-peor-opt\BT-P-O-763-1-763.txt
BT-peor-opt,BT-P-O-764-1-764,764,764,1,..\instances\BT-peor-opt\BT-P-O-764-1-764.txt
BT-peor-opt,BT-P-O-765-1-765,765,765,1,..\instances\BT-peor-opt\BT-P-O-765-1-765.txt
BT-peor-opt,BT-P-O-766-1-766,766,766,1,..\instances\BT-peor-opt\BT-P-O-766-1-766.txt
BT-peor-opt,BT-P-O-767-1-767,767,767,1,..\instances\BT-peor-opt\BT-P-O-767-1-767.txt
BT-peor-opt,BT-P-O-768-1-768,768,768,1,..\instances\BT-peor-opt\BT-P-O-768-1-768.txt
BT-peor-opt,BT-P-O-769-1-769,769,769,1,..\instances\BT-peor-opt\BT-P-O-769-1-769.txt
BT-peor-opt,BT-P-O-770-1-770,770,770,1,..\instances\BT-peor-opt\BT-P-O-770-1-770.txt
BT-peor-opt,BT-P-O-771-1-771,771,771,1,..\instances\BT-peor-opt\BT-P-O-771-1-771.txt
BT-peor-opt,BT-P-O-772-1-772,772,772,1,..\instances\BT-peor-opt\BT-P-O-772-1-772.txt
BT-peor-opt,BT-P-O-773-1-773,773,773,1,..\instances\BT-peor-opt\BT-P-O-773-1-773.txt
BT-peor-opt,BT-P-O-774-1-774,774,774,1,..\instances\BT-peor-opt\BT-P-O-774-1-774.txt
BT-peor-opt,BT-P-O-775-1-775,775,775,1,..\instances\BT-peor-opt\BT-P-O-775-1-775.txt
BT-peor-opt,BT-P-O-776-1-776,776,776,1,..\instances\BT-peor-opt\BT-P-O-776-1-776.txt
BT-peor-opt,BT-P-O-777-1-777,777,777,1,..\instances\BT-peor-opt\BT-P-O-777-1-777.txt
BT-peor-opt,BT-P-O-778-1-778,778,778,1,..\instances\BT-peor-opt\BT-P-O-778-1-778.txt
BT-peor-opt,BT-P-O-779-1-779,779,779,1,..\instances\BT-peor-opt\BT-P-O-779-1-779.txt
BT-peor-opt,BT-P-O-780-1-780,780,780,1,..\instances\BT-peor-opt\BT-P-O-780-1-780.txt
BT-peor-opt,BT-P-O-781-1-781,781,781,1,..\instances\BT-peor-opt\BT-P-O-781-1-781.txt
BT-peor-opt,BT-P-O-782-1-782,782,782,1,..\instances\BT-peor-opt\BT-P-O-782-1-782.txt
BT-peor-opt,BT-P-O-783-1-783,783,783,1,..\instances\BT-peor-opt\BT-P-O-783-1-783.txt
BT-peor-opt,BT-P-O-784-1-784,784,784,1,..\instances\BT-peor-opt\BT-P-O-784-1-784.txt
BT-peor-opt,BT-P-O-785-1-785,785,785,1,..\instances\BT-peor-opt\BT-P-O-785-1-785.txt
BT-peor-opt,BT-P-O-786-1-786,786,786,1,..\instances\BT-peor-opt\BT-P-O-786-1-786.txt
BT-peor-opt,BT-P-O-787-1-787,787,787,1,..\instances\BT-peor-opt\BT-P-O-787-1-787.txt
BT-peor-opt,BT-P-O-788-1-788,788,788,1,..\instances\BT-peor-opt\BT-P-O-788-1-788.txt
BT-peor-opt,BT-P-O-789-1-789,789,789,1,..\instances\BT-peor-opt\BT-P-O-789-1-789.txt
BT-peor-opt,BT-P-O-790-1-790,790,790,1,..\instances\BT-peor-opt\BT-P-O-790-1-790.txt
BT-peor-opt,BT-P-O-791-1-791,791,791,1,..\instances\BT-peor-opt\BT-P-O-791-1-791.txt
BT-peor-opt,BT-P-O-792-1-792,792,792,1,..\instances\BT-peor-opt\BT-P-O-792-1-792.txt
BT-peor-opt,BT-P-O-793-1-793,793,793,1,..\instances\BT-peor-opt\BT-P-O-793-1-793.txt
BT-peor-opt,BT-P-O-794-1-794,794,794,1,..\instances\BT-peor-opt\BT-P-O-794-1-794.txt
BT-peor-opt,BT-P-O-795-1-795,795,795,1,..\instances\BT-peor-opt\BT-P-O-795-1-795.txt
BT-peor-opt,BT-P-O-796-1-796,796,796,1,..\instances\BT-peor-opt\BT-P-O-796-1-796.txt
BT-peor-opt,BT-P-O-797-1-797,797,797,1,..\instances\BT-peor-opt\BT-P-O-797-1-797.txt
BT-peor-opt,BT-P-O-798-1-798,798,798,1,..\instances\BT-peor-opt\BT-P-O-798-1-798.txt
BT-peor-opt,BT-P-O-799-1-799,799,799,1,..\instances\BT-peor-opt\BT-P-O-799-1-799.txt
BT-peor-opt,BT-P-O-800-1-800,800,800,1,..\instances\BT-peor-opt\BT-P-O-800-1-800.txt
BT-peor-opt,BT-P-O-801-1-801,801,801,1,..\instances\BT-peor-opt\BT-P-O-801-1-801.txt
BT-peor-opt,BT-P-O-802-1-802,802,802,1,..\instances\BT-peor-opt\BT-P-O-802-1-802.txt
BT-peor-opt,BT-P-O-803-1-803,803,803,1,..\instances\BT-peor-opt\BT-P-O-803-1-803.txt
BT-peor-opt,BT-P-O-804-1-804,804,804,1,..\instances\BT-peor-opt\BT-P-O-804-1-804.txt
BT-peor-opt,BT-P-O-805-1-805,805,805,1,..\instances\BT-peor-opt\BT-P-O-805-1-805.txt
BT-peor-opt,BT-P-O-806-1-806,806,806,1,..\instances\BT-peor-opt\BT-P-O-806-1-806.txt
BT-peor-opt,BT-P-O-807-1-807,807,807,1,..\instances\BT-peor-opt\BT-P-O-807-1-807.txt
BT-peor-opt,BT-P-O-808-1-808,808,808,1,..\instances\BT-peor-opt\BT-P-O-808-1-808.txt
BT-peor-opt,BT-P-O-809-1-809,809,809,1,..\instances\BT-peor-opt\BT-P-O-809-1-809.txt
BT-peor-opt,BT-P-O-810-1-810,810,810,1,..\instances\BT-peor-opt\BT-P-O-810-1-810.txt
BT-peor-opt,BT-P-O-811-1-811,811,811,1,..\instances\BT-peor-opt\BT-P-O-811-1-811.txt
BT-peor-opt,BT-P-O-812-1-812,812,812,1,..\instances\BT-peor-opt\BT-P-O-812-1-812.txt
BT-peor-opt,BT-P-O-813-1-813,813,813,1,..\instances\BT-peor-opt\BT-P-O-813-1-813.txt
BT-peor-opt,BT-P-O-814-1-814,814,814,1,..\instances\BT-peor-opt\BT-P-O-814-1-814.txt
BT-peor-opt,BT-P-O-815-1-815,815,815,1,..\instances\BT-peor-opt\BT-P-O-815-1-815.txt
BT-peor-opt,BT-P-O-816-1-816,816,816,1,..\instances\BT-peor-opt\BT-P-O-816-1-816.txt
BT-peor-opt,BT-P-O-817-1-817,817,817,1,..\instances\BT-peor-opt\BT-P-O-817-1-817.txt
BT-peor-opt,BT-P-O-818-1-818,818,818,1,..\instances\BT-peor-opt\BT-P-O-818-1-818.txt
BT-peor-opt,BT-P-O-819-1-819,819,819,1,..\instances\BT-peor-opt\BT-P-O-819-1-819.txt
BT-peor-opt,BT-P-O-820-1-820,820,820,1,..\instances\BT-peor-opt\BT-P-O-820-1-820.txt
BT-peor-opt,BT-P-O-821-1-821,821,821,1,..\instances\BT-peor-opt\BT-P-O-821-1-821.txt
BT-peor-opt,BT-P-O-822-1-822,822,822,1,..\instances\BT-peor-opt\BT-P-O-822-1-822.txt
BT-peor-opt,BT-P-O-823-1-823,823,823,1,..\instances\BT-peor-opt\BT-P-O-823-1-823.txt
BT-peor-opt,BT-P-O-824-1-824,824,824,1,..\instances\BT-peor-opt\BT-P-O-824-1-824.txt
BT-peor-opt,BT-P-O-825-1-825,825,825,1,..\instances\BT-peor-opt\BT-P-O-825-1-825.txt
BT-peor-opt,BT-P-O-826-1-826,826,826,1,..\instances\BT-peor-opt\BT-P-O-826-1-826.txt
BT-peor-opt,BT-P-O-827-1-827,827,827,1,..\instances\BT-peor-opt\BT-P-O-827-1-827.txt
BT-peor-opt,BT-P-O-828-1-828,828,828,1,..\instances\BT-peor-opt\BT-P-O-828-1-828.txt
BT-peor-opt,BT-P-O-829-1-829,829,829,1,..\instances\BT-peor-opt\BT-P-O-829-1-829.txt
BT-peor-opt,BT-P-O-830-1-830,830,830,1,..\instances\BT-peor-opt\BT-P-O-830-1-830.txt
BT-peor-opt,BT-P-O-831-1-831,831,831,1,..\instances\BT-peor-opt\BT-P-O-831-1-831.txt
BT-peor-opt,BT-P-O-832-1-832,832,832,1,..\instances\BT-peor-opt\BT-P-O-832-1-832.txt
BT-peor-opt,BT-P-O-833-1-833,833,833,1,..\instances\BT-peor-opt\BT-P-O-833-1-833.txt
BT-peor-opt,BT-P-O-834-1-834,834,834,1,..\instances\BT-peor-opt\BT-P-O-834-1-834.txt
BT-peor-opt,BT-P-O-835-1-835,835,835,1,..\instances\BT-peor-opt\BT-P-O-835-1-835.txt
BT-peor-opt,BT-P-O-836-1-836,836,836,1,..\instances\BT-peor-opt\BT-P-O-836-1-836.txt
BT-peor-opt,BT-P-O-837-1-837,837,837,1,..\instances\BT-peor-opt\BT-P-O-837-1-837.txt
BT-peor-opt,BT-P-O-838-1-838,838,838,1,..\instances\BT-peor-opt\BT-P-O-838-1-838.txt
BT-peor-opt,BT-P-O-839-1-839,839,839,1,..\instances\BT-peor-opt\BT-P-O-839-1-839.txt
BT-peor-opt,BT-P-O-840-1-840,840,840,1,..\instances\BT-peor-opt\BT-P-O-840-1-840.txt
BT-peor-opt,BT-P-O-841-1-841,841,841,1,..\instances\BT-peor-opt\BT-P-O-841-1-841.txt
BT-peor-opt,BT-P-O-842-1-842,842,842,1,..\instances\BT-peor-opt\BT-P-O-842-1-842.txt
BT-peor-opt,BT-P-O-843-1-843,843,843,1,..\instances\BT-peor-opt\BT-P-O-843-1-843.txt
BT-peor-opt,BT-P-O-844-1-844,844,844,1,..\instances\BT-peor-opt\BT-P-O-844-1-844.txt
BT-peor-opt,BT-P-O-845-1-845,845,845,1,..\instances\BT-peor-opt\BT-P-O-845-1-845.txt
BT-peor-opt,BT-P-O-846-1-846,846,846,1,..\instances\BT-peor-opt\BT-P-O-846-1-846.txt
BT-peor-opt,BT-P-O-847-1-847,847,847,1,..\instances\BT-peor-opt\BT-P-O-847-1-847.txt
BT-peor-opt,BT-P-O-848-1-848,848,848,1,..\instances\BT-peor-opt\BT-P-O-848-1-848.txt
BT-peor-opt,BT-P-O-849-1-849,849,849,1,..\instances\BT-peor-opt\BT-P-O-849-1-849.txt
BT-peor-opt,BT-P-O-850-1-850,850,850,1,..\instances\BT-peor-opt\BT-P-O-850-1-850.txt
BT-peor-opt,BT-P-O-851-1-851,851,851,1,..\instances\BT-peor-opt\BT-P-O-851-1-851.txt
BT-peor-opt,BT-P-O-852-1-852,852,852,1,..\instances\BT-peor-opt\BT-P-O-852-1-852.txt
BT-peor-opt,BT-P-O-853-1-853,853,853,1,..\instances\BT-peor-opt\BT-P-O-853-1-853.txt
BT-peor-opt,BT-P-O-854-1-854,854,854,1,..\instances\BT-peor-opt\BT-P-O-854-1-854.txt
BT-peor-opt,BT-P-O-855-1-855,855,855,1,..\instances\BT-peor-opt\BT-P-O-855-1-855.txt
BT-peor-opt,BT-P-O-856-1-856,856,856,1,..\instances\BT-peor-opt\BT-P-O-856-1-856.txt
BT-peor-opt,BT-P-O-857-1-857,857,857,1,..\instances\BT-peor-opt\BT-P-O-857-1-857.txt
BT-peor-opt,BT-P-O-858-1-858,858,858,1,..\instances\BT-peor-opt\BT-P-O-858-1-858.txt
BT-peor-opt,BT-P-O-859-1-859,859,859,1,..\instances\BT-peor-opt\BT-P-O-859-1-859.txt
BT-peor-opt,BT-P-O-860-1-860,860,860,1,..\instances\BT-peor-opt\BT-P-O-860-1-860.txt
BT-peor-opt,BT-P-O-861-1-861,861,861,1,..\instances\BT-peor-opt\BT-P-O-861-1-861.txt
BT-peor-opt,BT-P-O-862-1-862,862,862,1,..\instances\BT-peor-opt\BT-P-O-862-1-862.txt
BT-peor-opt,BT-P-O-863-1-863,863,863,1,..\instances\BT-peor-opt\BT-P-O-863-1-863.txt
BT-peor-opt,BT-P-O-864-1-864,864,864,1,..\instances\BT-peor-opt\BT-P-O-864-1-864.txt
BT-peor-opt,BT-P-O-865-1-865,865,865,1,..\instances\BT-peor-opt\BT-P-O-865-1-865.txt
BT-peor-opt,BT-P-O-866-1-866,866,866,1,..\instances\BT-peor-opt\BT-P-O-866-1-866.txt
BT-peor-opt,BT-P-O-867-1-867,867,867,1,..\instances\BT-peor-opt\BT-P-O-867-1-867.txt
BT-peor-opt,BT-P-O-868-1-868,868,868,1,..\instances\BT-peor-opt\BT-P-O-868-1-868.txt
BT-peor-opt,BT-P-O-869-1-869,869,869,1,..\instances\BT-peor-opt\BT-P-O-869-1-869.txt
BT-peor-opt,BT-P-O-870-1-870,870,870,1,..\instances\BT-peor-opt\BT-P-O-870-1-870.txt
BT-peor-opt,BT-P-O-871-1-871,871,871,1,..\instances\BT-peor-opt\BT-P-O-871-1-871.txt
BT-peor-opt,BT-P-O-872-1-872,872,872,1,..\instances\BT-peor-opt\BT-P-O-872-1-872.txt
BT-peor-opt,BT-P-O-873-1-873,873,873,1,..\instances\BT-peor-opt\BT-P-O-873-1-873.txt
BT-peor-opt,BT-P-O-874-1-874,874,874,1,..\instances\BT-peor-opt\BT-P-O-874-1-874.txt
BT-peor-opt,BT-P-O-875-1-875,875,875,1,..\instances\BT-peor-opt\BT-P-O-875-1-875.txt
BT-peor-opt,BT-P-O-876-1-876,876,876,1,..\instances\BT-peor-opt\BT-P-O-876-1-876.txt
BT-peor-opt,BT-P-O-877-1-877,877,877,1,..\instances\BT-peor-opt\BT-P-O-877-1-877.txt
BT-peor-opt,BT-P-O-878-1-878,878,878,1,..\instances\BT-peor-opt\BT-P-O-878-1-878.txt
BT-peor-opt,BT-P-O-879-1-879,879,879,1,..\instances\BT-peor-opt\BT-P-O-879-1-879.txt
BT-peor-opt,BT-P-O-880-1-880,880,880,1,..\instances\BT-peor-opt\BT-P-O-880-1-880.txt
BT-peor-opt,BT-P-O-881-1-881,881,881,1,..\instances\BT-peor-opt\BT-P-O-881-1-881.txt
BT-peor-opt,BT-P-O-882-1-882,882,882,1,..\instances\BT-peor-opt\BT-P-O-882-1-882.txt
BT-peor-opt,BT-P-O-883-1-883,883,883,1,..\instances\BT-peor-opt\BT-P-O-883-1-883.txt
BT-peor-opt,BT-P-O-884-1-884,884,884,1,..\instances\BT-peor-opt\BT-P-O-884-1-884.txt
BT-peor-opt,BT-P-O-885-1-885,885,885,1,..\instances\BT-peor-opt\BT-P-O-885-1-885.txt
BT-peor-opt,BT-P-O-886-1-886,886,886,1,..\instances\BT-peor-opt\BT-P-O-886-1-886.txt
BT-peor-opt,BT-P-O-887-1-887,887,887,1,..\instances\BT-peor-opt\BT-P-O-887-1-887.txt
BT-peor-opt,BT-P-O-888-1-888,888,888,1,..\instances\BT-peor-opt\BT-P-O-888-1-888.txt
BT-peor-opt,BT-P-O-889-1-889,889,889,1,..\instances\BT-peor-opt\BT-P-O-889-1-889.txt
BT-peor-opt,BT-P-O-890-1-890,890,890,1,..\instances\BT-peor-opt\BT-P-O-890-1-890.txt
BT-peor-opt,BT-P-O-891-1-891,891,891,1,..\instances\BT-peor-opt\BT-P-O-891-1-891.txt
BT-peor-opt,BT-P-O-892-1-892,892,892,1,..\instances\BT-peor-opt\BT-P-O-892-1-892.txt
BT-peor-opt,BT-P-O-893-1-893,893,893,1,..\instances\BT-peor-opt\BT-P-O-893-1-893.txt
BT-peor-opt,BT-P-O-894-1-894,894,894,1,..\instances\BT-peor-opt\BT-P-O-894-1-894.txt
BT-peor-opt,BT-P-O-895-1-895,895,895,1,..\instances\BT-peor-opt\BT-P-O-895-1-895.txt
BT-peor-opt,BT-P-O-896-1-896,896,896,1,..\instances\BT-peor-opt\BT-P-O-896-1-896.txt
BT-peor-opt,BT-P-O-897-1-897,897,897,1,..\instances\BT-peor-opt\BT-P-O-897-1-897.txt
BT-peor-opt,BT-P-O-898-1-898,898,898,1,..\instances\BT-peor-opt\BT-P-O-898-1-898.txt
BT-peor-opt,BT-P-O-899-1-899,899,899,1,..\instances\BT-peor-opt\BT-P-O-899-1-899.txt
BT-peor-opt,BT-P-O-900-1-900,900,900,1,..\instances\BT-peor-opt\BT-P-O-900-1-900.txt
BT-peor-opt,BT-P-O-901-1-901,901,901,1,..\instances\BT-peor-opt\BT-P-O-901-1-901.txt
BT-peor-opt,BT-P-O-902-1-902,902,902,1,..\instances\BT-peor-opt\BT-P-O-902-1-902.txt
BT-peor-opt,BT-P-O-903-1-903,903,903,1,..\instances\BT-peor-opt\BT-P-O-903-1-903.txt
BT-peor-opt,BT-P-O-904-1-904,904,904,1,..\instances\BT-peor-opt\BT-P-O-904-1-904.txt
BT-peor-opt,BT-P-O-905-1-905,905,905,1,..\instances\BT-peor-opt\BT-P-O-905-1-905.txt
BT-peor-opt,BT-P-O-906-1-906,906,906,1,..\instances\BT-peor-opt\BT-P-O-906-1-906.txt
BT-peor-opt,BT-P-O-907-1-907,907,907,1,..\instances\BT-peor-opt\BT-P-O-907-1-907.txt
BT-peor-opt,BT-P-O-908-1-908,908,908,1,..\instances\BT-peor-opt\BT-P-O-908-1-908.txt
BT-peor-opt,BT-P-O-909-1-909,909,909,1,..\instances\BT-peor-opt\BT-P-O-909-1-909.txt
BT-peor-opt,BT-P-O-910-1-910,910,910,1,..\instances\BT-peor-opt\BT-P-O-910-1-910.txt
BT-peor-opt,BT-P-O-911-1-911,911,911,1,..\instances\BT-peor-opt\BT-P-O-911-1-911.txt
BT-peor-opt,BT-P-O-912-1-912,912,912,1,..\instances\BT-peor-opt\BT-P-O-912-1-912.txt
BT-peor-opt,BT-P-O-913-1-913,913,913,1,..\instances\BT-peor-opt\BT-P-O-913-1-913.txt
BT-peor-opt,BT-P-O-914-1-914,914,914,1,..\instances\BT-peor-opt\BT-P-O-914-1-914.txt
BT-peor-opt,BT-P-O-915-1-915,915,915,1,..\instances\BT-peor-opt\BT-P-O-915-1-915.txt
BT-peor-opt,BT-P-O-916-1-916,916,916,1,..\instances\BT-peor-opt\BT-P-O-916-1-916.txt
BT-peor-opt,BT-P-O-917-1-917,917,917,1,..\instances\BT-peor-opt\BT-P-O-917-1-917.txt
BT-peor-opt,BT-P-O-918-1-918,918,918,1,..\instances\BT-peor-opt\BT-P-O-918-1-918.txt
BT-peor-opt,BT-P-O-919-1-919,919,919,1,..\instances\BT-peor-opt\BT-P-O-919-1-919.txt
BT-peor-opt,BT-P-O-920-1-920,920,920,1,..\instances\BT-peor-opt\BT-P-O-920-1-920.txt
BT-peor-opt,BT-P-O-921-1-921,921,921,1,..\instances\BT-peor-opt\BT-P-O-921-1-921.txt
BT-peor-opt,BT-P-O-922-1-922,922,922,1,..\instances\BT-peor-opt\BT-P-O-922-1-922.txt
BT-peor-opt,BT-P-O-923-1-923,923,923,1,..\instances\BT-peor-opt\BT-P-O-923-1-923.txt
BT-peor-opt,BT-P-O-924-1-924,924,924,1,..\instances\BT-peor-opt\BT-P-O-924-1-924.txt
BT-peor-opt,BT-P-O-925-1-925,925,925,1,..\instances\BT-peor-opt\BT-P-O-925-1-925.txt
BT-peor-opt,BT-P-O-926-1-926,926,926,1,..\instances\BT-peor-opt\BT-P-O-926-1-926.txt
BT-peor-opt,BT-P-O-927-1-927,927,927,1,..\instances\BT-peor-opt\BT-P-O-927-1-927.txt
BT-peor-opt,BT-P-O-928-1-928,928,928,1,..\instances\BT-peor-opt\BT-P-O-928-1-928.txt
BT-peor-opt,BT-P-O-929-1-929,929,929,1,..\instances\BT-peor-opt\BT-P-O-929-1-929.txt
BT-peor-opt,BT-P-O-930-1-930,930,930,1,..\instances\BT-peor-opt\BT-P-O-930-1-930.txt
BT-peor-opt,BT-P-O-931-1-931,931,931,1,..\instances\BT-peor-opt\BT-P-O-931-1-931.txt
BT-peor-opt,BT-P-O-932-1-932,932,932,1,..\instances\BT-peor-opt\BT-P-O-932-1-932.txt
BT-peor-opt,BT-P-O-933-1-933,933,933,1,..\instances\BT-peor-opt\BT-P-O-933-1-933.txt
BT-peor-opt,BT-P-O-934-1-934,934,934,1,..\instances\BT-peor-opt\BT-P-O-934-1-934.txt
BT-peor-opt,BT-P-O-935-1-935,935,935,1,..\instances\BT-peor-opt\BT-P-O-935-1-935.txt
BT-peor-opt,BT-P-O-936-1-936,936,936,1,..\instances\BT-peor-opt\BT-P-O-936-1-936.txt
BT-peor-opt,BT-P-O-937-1-937,937,937,1,..\instances\BT-peor-opt\BT-P-O-937-1-937.txt
BT-peor-opt,BT-P-O-938-1-938,938,938,1,..\instances\BT-peor-opt\BT-P-O-938-1-938.txt
BT-peor-opt,BT-P-O-939-1-939,939,939,1,..\instances\BT-peor-opt\BT-P-O-939-1-939.txt
BT-peor-opt,BT-P-O-940-1-940,940,940,1,..\instances\BT-peor-opt\BT-P-O-940-1-940.txt
BT-peor-opt,BT-P-O-941-1-941,941,941,1,..\instances\BT-peor-opt\BT-P-O-941-1-941.txt
BT-peor-opt,BT-P-O-942-1-942,942,942,1,..\instances\BT-peor-opt\BT-P-O-942-1-942.txt
BT-peor-opt,BT-P-O-943-1-943,943,943,1,..\instances\BT-peor-opt\BT-P-O-943-1-943.txt
BT-peor-opt,BT-P-O-944-1-944,944,944,1,..\instances\BT-peor-opt\BT-P-O-944-1-944.txt
BT-peor-opt,BT-P-O-945-1-945,945,945,1,..\instances\BT-peor-opt\BT-P-O-945-1-945.txt
BT-peor-opt,BT-P-O-946-1-946,946,946,1,..\instances\BT-peor-opt\BT-P-O-946-1-946.txt
BT-peor-opt,BT-P-O-947-1-947,947,947,1,..\instances\BT-peor-opt\BT-P-O-947-1-947.txt
BT-peor-opt,BT-P-O-948-1-948,948,948,1,..\instances\BT-peor-opt\BT-P-O-948-1-948.txt
BT-peor-opt,BT-P-O-949-1-949,949,949,1,..\instances\BT-peor-opt\BT-P-O-949-1-949.txt
BT-peor-opt,BT-P-O-950-1-950,950,950,1,..\instances\BT-peor-opt\BT-P-O-950-1-950.txt
BT-peor-opt,BT-P-O-951-1-951,951,951,1,..\instances\BT-peor-opt\BT-P-O-951-1-951.txt
BT-peor-opt,BT-P-O-952-1-952,952,952,1,..\instances\BT-peor-opt\BT-P-O-952-1-952.txt
BT-peor-opt,BT-P-O-953-1-953,953,953,1,..\instances\BT-peor-opt\BT-P-O-953-1-953.txt
BT-peor-opt,BT-P-O-954-1-954,954,954,1,..\instances\BT-peor-opt\BT-P-O-954-1-954.txt
BT-peor-opt,BT-P-O-955-1-955,955,955,1,..\instances\BT-peor-opt\BT-P-O-955-1-955.txt
BT-peor-opt,BT-P-O-956-1-956,956,956,1,..\instances\BT-peor-opt\BT-P-O-956-1-956.txt
BT-peor-opt,BT-P-O-957-1-957,957,957,1,..\instances\BT-peor-opt\BT-P-O-957-1-957.txt
BT-peor-opt,BT-P-O-958-1-958,958,958,1,..\instances\BT-peor-opt\BT-P-O-958-1-958.txt
BT-peor-opt,BT-P-O-959-1-959,959,959,1,..\instances\BT-peor-opt\BT-P-O-959-1-959.txt
BT-peor-opt,BT-P-O-960-1-960,960,960,1,..\instances\BT-peor-opt\BT-P-O-960-1-960.txt
BT-peor-opt,BT-P-O-961-1-961,961,961,1,..\instances\BT-peor-opt\BT-P-O-961-1-961.txt
BT-peor-opt,BT-P-O-962-1-962,962,962,1,..\instances\BT-peor-opt\BT-P-O-962-1-962.txt
BT-peor-opt,BT-P-O-963-1-963,963,963,1,..\instances\BT-peor-opt\BT-P-O-963-1-963.txt
